source_file,source_kind,source_name,source_rule_or_case,generated_artifact,generated_line,coverage_status,isomorphism_status,executability_status,notes
wasm-3.0/3.2-numerics.vector.spectec,def,$irelaxed-swizzle-lane,"def $irelaxed_swizzle_lane_(N, c*, i) = 0      -- if $signed_(N, i) < 0",op $irelaxed-swizzle-lane; eq/ceq $irelaxed-swizzle-lane,404,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$irelaxed-swizzle-lane,"def $irelaxed_swizzle_lane_(N, c*, i) = $relaxed2($R_swizzle, iN(N), 0, c*[i \ |c*|])",op $irelaxed-swizzle-lane; eq/ceq $irelaxed-swizzle-lane,404,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivunop,"def $ivunop_(shape, def $f_(N, iN(N)) : iN(N), vec_(V128)) : vec_(V128)*",op $ivunop; eq/ceq $ivunop,497,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvunop,"def $fvunop_(shape, def $f_(N, fN(N)) : fN(N)*, vec_(V128)) : vec_(V128)*",op $fvunop; eq/ceq $fvunop,338,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinop,"def $ivbinop_(shape, def $f_(N, iN(N), iN(N)) : iN(N), vec_(V128), vec_(V128)) : vec_(V128)*",op $ivbinop; eq/ceq $ivbinop,481,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinopsx,"def $ivbinopsx_(shape, def $f_(N, sx, iN(N), iN(N)) : iN(N), sx, vec_(V128), vec_(V128)) : vec_(V128)*",op $ivbinopsx; eq/ceq $ivbinopsx,482,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinopsxnd,"def $ivbinopsxnd_(shape, def $f_(N, sx, iN(N), iN(N)) : iN(N)*, sx, vec_(V128), vec_(V128)) : vec_(V128)*",op $ivbinopsxnd; eq/ceq $ivbinopsxnd,483,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvbinop,"def $fvbinop_(shape, def $f_(N, fN(N), fN(N)) : fN(N)*, vec_(V128), vec_(V128)) : vec_(V128)*",op $fvbinop; eq/ceq $fvbinop,335,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivternopnd,"def $ivternopnd_(shape, def $f_(N, iN(N), iN(N), iN(N)) : iN(N)*, vec_(V128), vec_(V128), vec_(V128)) : vec_(V128)*",op $ivternopnd; eq/ceq $ivternopnd,496,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvternop,"def $fvternop_(shape, def $f_(N, fN(N), fN(N), fN(N)) : fN(N)*, vec_(V128), vec_(V128), vec_(V128)) : vec_(V128)*",op $fvternop; eq/ceq $fvternop,337,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivrelop,"def $ivrelop_(shape, def $f_(N, iN(N), iN(N)) : u32, vec_(V128), vec_(V128)) : vec_(V128)",op $ivrelop; eq/ceq $ivrelop,490,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivrelopsx,"def $ivrelopsx_(shape, def $f_(N, sx, iN(N), iN(N)) : u32, sx, vec_(V128), vec_(V128)) : vec_(V128)",op $ivrelopsx; eq/ceq $ivrelopsx,491,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvrelop,"def $fvrelop_(shape, def $f_(N, fN(N), fN(N)) : u32, vec_(V128), vec_(V128)) : vec_(V128)",op $fvrelop; eq/ceq $fvrelop,336,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshiftop,"def $ivshiftop_(shape, def $f_(N, iN(N), u32) : iN(N), vec_(V128), u32) : vec_(V128)",op $ivshiftop; eq/ceq $ivshiftop,492,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshiftopsx,"def $ivshiftopsx_(shape, def $f_(N, sx, iN(N), u32) : iN(N), sx, vec_(V128), u32) : vec_(V128)",op $ivshiftopsx; eq/ceq $ivshiftopsx,493,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbitmaskop,"def $ivbitmaskop_(shape, vec_(V128)) : u32",op $ivbitmaskop; eq/ceq $ivbitmaskop,484,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivswizzlop,"def $ivswizzlop_(shape, def $f_(N, iN(N)*, iN(N)) : iN(N), vec_(V128), vec_(V128)) : vec_(V128)",op $ivswizzlop; eq/ceq $ivswizzlop,495,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshufflop,"def $ivshufflop_(shape, laneidx*, vec_(V128), vec_(V128)) : vec_(V128)",op $ivshufflop; eq/ceq $ivshufflop,494,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivunop,"def $ivunop_(Jnn X M, def $f_, v_1) = $inv_lanes_(Jnn X M, c*)",op $ivunop; eq/ceq $ivunop,497,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvunop,"def $fvunop_(Fnn X M, def $f_, v_1) = $inv_lanes_(Fnn X M, c*)*",op $fvunop; eq/ceq $fvunop,338,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinop,"def $ivbinop_(Jnn X M, def $f_, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivbinop; eq/ceq $ivbinop,481,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinopsx,"def $ivbinopsx_(Jnn X M, def $f_, sx, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivbinopsx; eq/ceq $ivbinopsx,482,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbinopsxnd,"def $ivbinopsxnd_(Jnn X M, def $f_, sx, v_1, v_2) = $inv_lanes_(Jnn X M, c*)*",op $ivbinopsxnd; eq/ceq $ivbinopsxnd,483,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvbinop,"def $fvbinop_(Fnn X M, def $f_, v_1, v_2) = $inv_lanes_(Fnn X M, c*)*",op $fvbinop; eq/ceq $fvbinop,335,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivternopnd,"def $ivternopnd_(Jnn X M, def $f_, v_1, v_2, v_3) = $inv_lanes_(Jnn X M, c*)*",op $ivternopnd; eq/ceq $ivternopnd,496,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvternop,"def $fvternop_(Fnn X M, def $f_, v_1, v_2, v_3) = $inv_lanes_(Fnn X M, c*)*",op $fvternop; eq/ceq $fvternop,337,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivrelop,"def $ivrelop_(Jnn X M, def $f_, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivrelop; eq/ceq $ivrelop,490,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivrelopsx,"def $ivrelopsx_(Jnn X M, def $f_, sx, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivrelopsx; eq/ceq $ivrelopsx,491,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$fvrelop,"def $fvrelop_(Fnn X M, def $f_, v_1, v_2) = $inv_lanes_(Inn X M, c*)",op $fvrelop; eq/ceq $fvrelop,336,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshiftop,"def $ivshiftop_(Jnn X M, def $f_, v_1, i) = $inv_lanes_(Jnn X M, c*)",op $ivshiftop; eq/ceq $ivshiftop,492,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshiftopsx,"def $ivshiftopsx_(Jnn X M, def $f_, sx, v_1, i) = $inv_lanes_(Jnn X M, c*)",op $ivshiftopsx; eq/ceq $ivshiftopsx,493,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivbitmaskop,"def $ivbitmaskop_(Jnn X M, v_1) = $irev_(32, c)",op $ivbitmaskop; eq/ceq $ivbitmaskop,484,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivswizzlop,"def $ivswizzlop_(Jnn X M, def $f_, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivswizzlop; eq/ceq $ivswizzlop,495,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$ivshufflop,"def $ivshufflop_(Jnn X M, i*, v_1, v_2) = $inv_lanes_(Jnn X M, c*)",op $ivshufflop; eq/ceq $ivshufflop,494,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvunop,"def $vvunop_(vectype, vvunop, vec_(vectype)) : vec_(vectype)*",op $vvunop; eq/ceq $vvunop,638,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvbinop,"def $vvbinop_(vectype, vvbinop, vec_(vectype), vec_(vectype)) : vec_(vectype)*",op $vvbinop; eq/ceq $vvbinop,636,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvternop,"def $vvternop_(vectype, vvternop, vec_(vectype), vec_(vectype), vec_(vectype)) : vec_(vectype)*",op $vvternop; eq/ceq $vvternop,637,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(shape, vunop_(shape), vec_(V128)) : vec_(V128)*",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vbinop,"def $vbinop_(shape, vbinop_(shape), vec_(V128), vec_(V128)) : vec_(V128)*",op $vbinop; eq/ceq $vbinop,619,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vternop,"def $vternop_(shape, vternop_(shape), vec_(V128), vec_(V128), vec_(V128)) : vec_(V128)*",op $vternop; eq/ceq $vternop,633,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vrelop,"def $vrelop_(shape, vrelop_(shape), vec_(V128), vec_(V128)) : vec_(V128)",op $vrelop; eq/ceq $vrelop,627,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$lcvtop,"def $lcvtop__(shape_1, shape_2, vcvtop__(shape_1, shape_2), lane_($lanetype(shape_1))) : lane_($lanetype(shape_2))*",op $lcvtop; eq/ceq $lcvtop,503,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vcvtop,"def $vcvtop__(shape_1, shape_2, vcvtop__(shape_1, shape_2), vec_(V128)) : vec_(V128)",op $vcvtop; eq/ceq $vcvtop,622,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vshiftop,"def $vshiftop_(ishape, vshiftop_(ishape), vec_(V128), u32) : vec_(V128)",op $vshiftop; eq/ceq $vshiftop,628,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vbitmaskop,"def $vbitmaskop_(ishape, vec_(V128)) : u32",op $vbitmaskop; eq/ceq $vbitmaskop,620,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vswizzlop,"def $vswizzlop_(bshape, vswizzlop_(bshape), vec_(V128), vec_(V128)) : vec_(V128)",op $vswizzlop; eq/ceq $vswizzlop,632,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vshufflop,"def $vshufflop_(bshape, laneidx*, vec_(V128), vec_(V128)) : vec_(V128)",op $vshufflop; eq/ceq $vshufflop,629,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vnarrowop,"def $vnarrowop__(shape_1, shape_2, sx, vec_(V128), vec_(V128)) : vec_(V128)",op $vnarrowop; eq/ceq $vnarrowop,626,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vextunop,"def $vextunop__(ishape_1, ishape_2, vextunop__(ishape_1, ishape_2), vec_(V128)) : vec_(V128)",op $vextunop; eq/ceq $vextunop,625,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vextbinop,"def $vextbinop__(ishape_1, ishape_2, vextbinop__(ishape_1, ishape_2), vec_(V128), vec_(V128)) : vec_(V128)",op $vextbinop; eq/ceq $vextbinop,623,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vextternop,"def $vextternop__(ishape_1, ishape_2, vextternop__(ishape_1, ishape_2), vec_(V128), vec_(V128), vec_(V128)) : vec_(V128)",op $vextternop; eq/ceq $vextternop,624,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvunop,"def $vvunop_(Vnn, NOT, v) = $inot_($vsizenn(Vnn), v)",op $vvunop; eq/ceq $vvunop,638,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvbinop,"def $vvbinop_(Vnn, AND, v_1, v_2) = $iand_($vsizenn(Vnn), v_1, v_2)",op $vvbinop; eq/ceq $vvbinop,636,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvbinop,"def $vvbinop_(Vnn, ANDNOT, v_1, v_2) = $iandnot_($vsizenn(Vnn), v_1, v_2)",op $vvbinop; eq/ceq $vvbinop,636,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvbinop,"def $vvbinop_(Vnn, OR, v_1, v_2) = $ior_($vsizenn(Vnn), v_1, v_2)",op $vvbinop; eq/ceq $vvbinop,636,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvbinop,"def $vvbinop_(Vnn, XOR, v_1, v_2) = $ixor_($vsizenn(Vnn), v_1, v_2)",op $vvbinop; eq/ceq $vvbinop,636,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vvternop,"def $vvternop_(Vnn, BITSELECT, v_1, v_2, v_3) = $ibitselect_($vsizenn(Vnn), v_1, v_2, v_3)",op $vvternop; eq/ceq $vvternop,637,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, ABS, v) = $fvunop_(Fnn X M, $fabs_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, NEG, v) = $fvunop_(Fnn X M, $fneg_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, SQRT, v) = $fvunop_(Fnn X M, $fsqrt_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, CEIL, v) = $fvunop_(Fnn X M, $fceil_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, FLOOR, v) = $fvunop_(Fnn X M, $ffloor_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, TRUNC, v) = $fvunop_(Fnn X M, $ftrunc_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/3.2-numerics.vector.spectec,def,$vunop,"def $vunop_(Fnn X M, NEAREST, v) = $fvunop_(Fnn X M, $fnearest_, v)",op $vunop; eq/ceq $vunop,634,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
